,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,group
0,17.15,1.8863459876566464,2.1905441702731245,4.439550241201685,-2.4334265155380694,-7.837569699321139,-1.395684518484091,-1.7797812896376484,3.316004679917879,2.2697598696710637,-3.486278808218115,4.200411871404431,-9.965784284662087,-3.82707896734001,5.47105904599985,2.0428283510057463,7.497362427532902,-1.2899291919240492,-2.6813488248235857,4.479715926982403,1
1,15.01,1.7769460812827385,2.8159994317831565,1.7530886204586649,-3.553311988068659,-9.965784284662087,-0.1764650117002127,-3.8922689507695236,1.5891011365210905,0.8371631105316573,-2.8141089324652135,0.8981125744430031,-2.5871363084091,-4.528095633050373,3.2777418151195206,-0.11476595879341968,2.4621506009754137,-1.9316282508554121,-3.0329507863775116,3.1618211739194706,1
2,20.5,2.4499828281881455,2.4406691635621884,5.131432042357334,-2.244397257766982,-3.7262297835518132,0.2247002680327046,-0.5382081561768856,3.4090994952307727,1.4692518761596178,-0.5679026876088792,2.652135406978174,-3.1166074564651742,-3.2568303685683766,2.688587320006928,1.5121342581793262,4.056809618495248,0.3120363187708427,-1.710923906852129,3.927619279946636,1
3,42.87,1.8449038394420199,2.5532688125533904,2.0851973458659074,-3.972813566222517,-9.965784284662087,-0.38779743337997885,-1.9709116492865175,2.4288657268212632,0.9086519158750884,-4.657495217276945,2.8662562273304553,-2.3879527344486577,-5.804557569456624,2.686567876700191,1.2854835506200337,6.828261910844916,-1.994110258214149,-3.0524466342118104,4.331665812925669,0
4,80.45,2.475942708283871,2.137208441618055,5.63517527595088,0.7195614513263755,-5.171856236873335,-5.076743318621336,-1.86241895872399,1.0911557552088496,1.5814178078172791,-1.7326689843252832,4.281391996598025,-3.591056744670553,-4.4829671701081795,3.8969202783636243,1.947803112465666,2.6671048016358667,-1.4017213390550858,3.453162265259327,4.952045063549881,0
5,29.43,2.514016572694082,2.4989791396408867,3.4382082781971954,-4.182903541312344,-5.770142231927905,-0.7728078212636512,-1.4614093650168904,-0.4222575022714985,0.6877236929161024,-2.176644631424296,2.360711782440454,-0.7214877096473793,-6.276965979802924,2.8151882288900434,0.7313631493916345,4.820465082730874,-0.36482882754914475,-2.1594981963354156,3.555839758316316,0
6,15.37,2.4328883199940567,2.2469255329673232,5.956976938810088,-2.1975376773117787,-3.7997014102849738,-2.3514310647117136,-2.414430827487906,3.442162156823767,1.993711090596176,-0.6351938986549536,3.804599284441694,-4.395365824995345,-3.5931148376432693,2.9149035748073904,1.7402236262420723,4.992692060854645,0.2187720581170335,-2.3234665922191633,4.442063306934511,1
7,17.74,2.157602573604924,1.9025622506735311,3.9167599583980466,-3.604893289959978,-5.911702867659221,0.14297434681500681,-1.8903095084907675,0.5436653324535236,0.7538009649274023,-0.8332815178327614,1.7571785617894615,-2.1157018900698104,-6.237742235913197,3.231509123483577,1.8871632257402362,4.498349816933952,-0.2651468696984313,-0.9686558091950747,4.780234260871796,1
8,0.49,3.386341519952064,3.0862251948545834,4.3526243699687805,-2.423806119617704,-5.61239745429625,-0.4967102763722478,-0.32580285538204706,4.129891202003997,1.7376291578463654,-1.0424317873057234,4.420909421029078,-4.617589659477643,-4.675160520155485,3.075806834879402,2.213144855231514,4.900262459364924,0.029023419963670225,-0.509951379886779,4.300513790573828,1
9,35.51,2.5786075828445054,3.462317404644692,1.9309020281430491,-3.4857470087388323,-6.939695040668631,0.5445363308699835,-4.475999422497469,3.059598759359349,0.6019313208368325,-4.1995090510200415,3.4511799010315283,-4.4798203185671435,-6.9639981173066285,2.664394645477638,0.6904033669018267,4.376890500945768,-4.498767648185004,-5.338814040784752,4.6654837317453905,0
10,20.04,3.7386744405840697,2.433548134310037,4.322959925097824,-0.27122362261610306,-3.0830189299972477,3.19954669283711,-4.094117017427971,-0.4219165482930471,2.714838480563565,-0.4424839058498168,2.052578634696967,-1.7959306052231938,-3.3596858421179285,2.709058106719895,1.7451559117754936,5.720690524928732,-1.5530575484480071,-2.059474033694454,3.9014977059444123,1
11,22.24,1.886064049364315,2.031104510896632,2.923761329155164,-1.5628721330900173,-6.204571856067538,-2.6226720079614982,-1.690251716324271,1.8578613032149476,2.1501040717696784,-2.9861944927583095,3.7892345667450837,-2.2767772784471183,-6.762044444186475,3.425153124010844,2.688408207488231,8.186739054342114,-4.274964514819611,-4.257442539466672,2.77617488766092,1
12,25.99,2.9891814440202773,2.660309175729247,5.332269950820854,-2.4716002603665364,-7.399004648679518,-0.5206869628325067,-2.039576426021368,4.654792083433824,1.7408964695407685,-1.116326821030769,2.857710427444733,-3.44862754734073,1.3732060269161297,2.8610949846917024,1.45763760425218,3.886793403817221,-0.6071796588439213,-1.2748601240143704,3.6873627170429955,0
13,47.04,1.7521074267040915,3.083117613689165,4.849942587941179,-3.8979396933297847,-4.393224174298183,-3.597251548666639,-1.4518043023613534,0.8191563288214996,1.3261873652092384,-1.3921511641993687,1.7324991189616576,-2.4517498277129377,-3.041125950627194,1.9406204652333987,1.3619355106840632,3.9947382386753096,0.2383836656822836,-2.9840574064885956,2.952820297191015,0
14,13.7,1.5808233854982645,1.9372873163442441,4.244192584914069,-2.4229301407739636,-4.155439219947038,1.6487503652648243,-1.3231172699725129,0.9686490847041892,1.0378336629892082,-2.112274902503163,4.1613772252757775,-3.6345378026110455,-0.15031961194606613,5.86705348529375,2.7913792929559884,5.558252508659989,-2.6627852701784467,-1.6198961587617688,3.0179915147133785,1
15,18.56,2.639396610505219,1.1750431748707157,3.012842379192583,-1.1060552719067556,-4.56192725316436,-0.07848471746244495,-0.5817507360386569,1.695618797249785,1.5202399013561636,-1.076268077991639,4.55172995885893,-2.64913051898675,-4.6797993070037265,3.2283922643981446,3.730134499232044,4.587731099892531,-0.6050062452734305,-2.4091856316513605,4.449256587143617,1
16,40.51,3.0008330187744545,2.2034258285801958,4.40202124210456,-2.418322697623045,-6.02926476743736,0.5120146286765886,-2.4983489333775335,3.0102472575099566,1.8071933387614363,-2.4792851100537607,4.139406417876848,-5.046896629663408,-4.252216823155133,3.7560102723013458,1.908535281583162,5.835641258124415,-1.1116560383452794,-1.3207135135904295,4.247135808695468,0
17,0.0,2.028161403619491,2.53428952095982,4.270979698391506,-3.5238792089195274,-5.4402170740477995,-1.232386674296645,-1.2955646868350261,2.8866615467540715,2.32985629677926,-2.272949434861828,5.695289000148358,-2.877340964978283,-3.705691011925371,3.055828625417221,2.5041836990773927,7.406959089453915,-1.5811125030292181,-3.0699766146873135,4.506802794590295,1
18,27.76,0.05786219243897978,3.201378052095302,3.80167406930785,-2.5010427320576025,1.1127105393364907,-4.1780881431863115,1.4876286647966765,5.250334700374704,3.9350705672452193,2.644019894567367,4.7664883730253615,0.31444175661337337,-1.2974334334600057,4.703699576541161,4.837005101416631,5.897690025153833,-0.48169315897152193,-1.3949302326185533,2.685706867594604,0
19,14.03,2.4655357373607356,2.7788403079614277,2.628214186916929,-5.224272424121052,-9.965784284662087,-0.3287781831982816,-3.0259781908905197,3.5138250006040095,0.9587766112124572,-1.663531313497473,3.3143656577842804,-4.994931754000221,-2.919850971978037,3.4199477437630295,1.3079613235978675,4.902122856762898,-3.0490776032608515,-2.5751476559303508,3.2184614309085844,1
20,18.82,2.0771723600676895,2.8585748879403687,3.242405975374314,-5.982293023560848,-7.221973000830638,0.8511317194515512,-1.3718799326080697,3.0819307932846742,1.232650284296494,-4.204077565646045,2.97933439088669,-3.0198540500425946,-5.603697905004206,2.9544422985360614,1.111407695258289,4.506920225295138,-9.965784284662087,-2.395459078999429,4.348011055630359,1
21,0.36,3.015964158023546,1.5248262808141941,4.332573788053615,-2.9250038451649756,-5.92475118324182,2.0262535936402113,-3.3798856983203844,2.6417648152476247,0.9884231721952134,-2.2983081286803984,4.276076132657532,-3.793779607484287,-4.68342017239199,2.7702705906803025,1.8768641546044809,5.433132795218392,-1.6065185269307933,-2.8053250572546906,3.25457979751172,1
22,15.31,2.1229480847168816,2.8834635656642624,3.55130065210782,-2.278640317348459,-5.3217040848343125,2.1288951964522216,-1.2424145306403487,6.535334410220301,0.67953476011038,-0.6685493649174773,3.0534623310865596,-3.9640134951153407,-3.074195148045679,3.078522515651879,2.2266122478203223,1.2466447936694354,0.3169985149846451,-3.3880764447345935,4.721801679272659,1
23,22.7,2.561416674142469,3.8622561228619574,3.0732977128858194,-5.209820799815456,-4.034156607466829,-0.43392532239728143,-1.2120665746427042,5.089144781440449,1.7325909401750355,-0.5290252010002189,4.460999205325967,-2.6953725064716814,-4.061434769218381,3.1023004193749655,2.3320982332843205,5.437495319845727,-1.2353028304890907,-3.4276223554022205,4.066292486782211,1
24,23.92,2.4268243910876808,3.0114993332505637,4.507372673650185,-3.7385267155565636,-4.719603927241953,-0.3138255628893652,-3.8178910779222797,3.020290774617469,1.9602130954816146,-1.5076735569949171,3.3321070264953883,-3.0231584845258395,-8.044162643036994,3.967468545858482,1.4064994358772092,5.3752318842941,-1.6870942490022767,-2.1555404574356176,4.102638035472766,0
25,25.99,2.255826951154514,1.0770548350108629,4.447237951028216,-1.0009959291232287,-5.962166786777554,-0.3696566372646995,-2.106696725934287,2.231867212323478,3.0739097501923394,-1.7554494863131134,4.057679117741216,-5.377503520652485,-3.542303693501334,4.42559273380041,2.6404880423341326,8.007533299386226,-1.6462646764273725,-3.0135416826979613,4.4553614066588425,0
26,110.41,2.3677604325850297,2.721022821452162,3.0131387544677435,-0.9243079099517447,-7.507797441115874,-2.520845594966197,-1.8503024504069225,0.08822938966908692,1.497284888343547,-2.5647469441127058,5.972104430552417,-9.965784284662087,-6.670381538204675,2.991582868286132,1.4128957703250289,2.2121947806163345,-4.174444559368061,-4.7290514363632346,1.7630937823956652,0
27,16.39,2.1924306959675537,2.7685511333480517,4.19081891165791,-2.7600010810212408,-3.795778813120867,-0.3477031600959987,-2.467876554541539,3.513928262011755,0.8800348317334115,-2.669890730057676,3.0413598534005764,-2.953992084543745,-3.823126833471949,2.5156774148787866,0.9165530501196408,4.243731454406099,-2.2994064140331654,-0.47074229660837263,4.3265866485244215,1
28,10.09,2.1044775630452555,2.1634698452973127,4.821809651291873,-1.9124509163471277,-4.412404166881237,-5.500464395051568,-1.167952018231598,1.1997672343959447,0.9464591761921182,-2.638968896879677,1.6909694823929329,-4.025879940133609,-5.059687208325958,3.2343616267878943,1.5285816077750518,0.7281291823967382,-1.0659335781893742,2.9983327689820474,4.398371721664096,1
29,3.19,2.6065794799807396,3.002250205761797,3.2878173853895265,-3.1596193823933745,-4.974686473103561,1.6769922801599175,-2.0948584368808914,4.232989904301148,1.1648617292367736,-1.4573097272123807,3.2883057849245376,-4.080328969007972,-4.261582545274818,2.288759899279071,1.9415876533574554,4.640250300746968,-0.8737516895168206,-0.4558222163984268,4.831472031863233,1
30,30.29,2.3072766412863865,3.1088828288595156,3.966862535993696,-3.2500235774776227,-4.740938993202498,-0.6882098378532946,-1.3905366622462216,-1.5052293183285672,0.23779538689708726,-2.4368606548958778,2.6294706453873724,-2.4776368056552482,-4.293774750618686,3.041891746931541,1.6270335090397932,7.473939518448465,-0.9786697189149147,1.1108882190456126,4.145578740512735,0
31,28.09,2.1048628255713293,1.18566326280542,4.0055456124800415,-1.7691784167161078,-6.3518321590642435,-4.751839013395316,-2.262670562589593,1.838987293058356,1.7451111826533792,-2.106708241808714,3.1797950556420376,-2.045159380247978,-4.303789648101211,3.253945280956662,1.515461491823998,1.6507931850406055,-1.8725709453285801,-0.47716638922573745,4.9032794250213465,0
32,26.28,1.8534011746657668,2.6066229767394433,3.0652680609388114,-4.13678559825586,-4.7643954556931805,-1.1356090978894526,-3.4895965629015513,2.724211610825117,1.8196755725732718,-3.8803552483693537,3.6907136932336795,-2.799283834224767,-3.7763564102514495,3.0112422737440943,2.1630250098280213,7.896341511831465,-3.512623503576907,-3.5869858678294824,5.643610416722925,0
33,87.91,2.9693064834160166,2.0820356478902275,3.554601130052951,-0.823602318784013,-5.528997667317863,-3.3143004080850575,-2.9657010945470224,-2.9200294433575205,0.6237572834957014,-3.4564925703975518,4.830382922198205,-2.9695785040780676,-3.939661785434766,3.400404897841541,1.8733683270589068,-1.2399012457234317,-1.994545912594367,4.688861475899616,4.201978783592018,0
34,24.21,2.6971928278074877,2.4177145151363977,3.23649903705732,-4.214044683717812,-6.0091729107366465,-0.5516956132497917,-4.767136865141345,3.0424846590076076,1.197423173000479,-3.5082507558885183,4.5075931023238915,-4.770938289582159,-4.828343386175214,4.277924938200116,2.0114950238746245,1.0492324707848397,-1.8251360726461108,-3.522695897669745,3.974154206403969,0
35,19.71,2.4473922250888616,2.922769749981311,4.821163339541789,-1.460000560649848,-4.151252790134503,-1.08336870414267,-4.056292934625087,3.7963642347398365,1.74307881410723,-1.0947662986110707,4.083831623544576,-4.060135812195252,-3.7546150829014806,3.002487185765488,1.5506998523094746,6.084026155174512,-2.0975991541682775,-2.512878833357461,3.1863153045017154,1
36,16.16,1.758798707679592,2.4225181111252705,5.150020525283272,-2.9045525706319544,-3.5000957692591332,-1.9529331450902743,-1.8909680980001466,2.810708697515623,2.0900468669577097,-0.9109679470810939,2.1338188891143246,-2.3081117760840475,-5.47845016773784,3.6311458059199957,1.7013391203899557,2.265787175720774,-0.8016252994173468,2.6402197384215094,4.350513923474545,1
37,2.99,2.227189595455379,1.1640924693618813,2.9288862053770335,-2.2146573131608522,-6.620578558414635,-3.8432556991500286,-2.725225719984742,1.0299227857101458,1.388645333488089,-1.8623737997107777,5.830452557585993,-2.5602460715638777,-4.109666486132669,4.360115669947159,1.2904379292035655,4.718874717368288,-0.43420933130194994,-2.7607846003498033,1.445580774119147,1
38,18.1,1.9696137473161868,2.351708029490472,3.3150486734056597,-1.9381346672720945,-3.9838865577361577,0.4172379806138867,-3.1809240591576,5.757952985070767,1.4513263714640885,-2.2610731834405415,2.875595301824111,-4.171737046067464,-5.761520197895463,3.4337888450442104,1.2521123257780529,5.3594979210494404,-2.0414816473577444,-4.233495944599827,3.1389960131926844,1
39,19.94,2.1331723065134987,2.1346428507245925,5.208315611301742,0.27590874173397284,-5.735510841554601,-1.2120331279106207,-3.0567315783861275,2.4432565092793745,1.6718641361875501,-1.9735483977264288,2.864977469247793,-1.5242181047308527,-3.2875129288847904,3.4146091483989007,1.5660199657963418,2.7239153039357773,-0.9737635106444004,-2.129286044142523,4.039991459855452,1
40,47.37,1.9690768182334633,1.9600444653781588,2.2472323877076192,-2.5535595900342467,-9.965784284662087,-1.9521111822481403,-3.9978004538463647,0.32659852719064186,1.040417569042079,-2.729230258412267,0.4899353405354658,-4.001645918070665,-4.632713470937953,3.0010392766881844,0.15076191611786624,5.29393560587792,-3.032472304490036,-2.3943636186983324,3.5833772917323943,0
41,19.81,2.7633698980309824,2.3169429270946855,3.916648479982894,-1.5600927259892625,-3.5707368356951186,0.9515425979622784,-2.4194913411547736,0.5945306896395413,1.2352605084469532,-0.696428385721973,1.6119519887884302,-4.1423984193048815,-3.0992594977153987,3.2334711963859544,1.51481892239131,1.846838752788628,0.418455454328928,5.357728560372759,3.91040967072395,1
42,58.8,2.4782951282390075,2.2576917726639127,3.4757744712115457,-3.8528077021706304,-3.7993413550062796,0.9739784425996645,-0.42876723030087066,2.7816432848218184,0.4213329596936832,-0.2274331184131558,4.339260419855556,-0.43266994264095215,-3.540908464288938,2.1464803633809386,2.4897935018801616,4.9316628921831045,-1.3888177767386816,-3.668220475016764,3.7389984521028734,0
43,7.39,1.8346667679143795,2.118472991175902,1.7173278971012191,-3.9702052854934506,-9.965784284662087,0.6663403188416315,-3.899764956846376,1.1211234998815658,1.151323816928741,-5.007135217220704,1.3276417043511228,-3.5860111768151435,-2.914605715014008,2.9969279603283474,0.5055971711376928,6.735980732861834,-1.3560913356270827,-2.1833526269236017,2.8565380218436096,1
44,44.97,2.7020907213169356,2.665879210561157,4.906175865099806,-3.382691481553048,-7.490528323609697,3.878613249969936,-3.1435527797349283,2.2473230121769974,1.6709773634044058,-4.042821075976362,1.3026015195090017,-1.9069185922809222,-3.502433421193094,3.1805427898852683,1.4561345959523218,2.805005898189433,-2.003926014226367,-1.8467296432982976,4.083810102551301,0
45,35.18,2.3135507379355524,1.0820911434325635,2.7191312646835852,-2.2761061169693115,-5.895236320932233,1.4145373385708897,-3.348805960984748,-0.5948959085948253,1.4953289997724093,-1.2035781290551153,2.3786491775293688,-2.9413257137329136,-6.166960713748628,3.5502279017777134,2.437430428409657,3.0123397778970666,-0.32616674642052035,0.5092084250736831,4.7684722901022605,0
46,46.94,0.035267341734823696,3.3816183039014156,4.27075952309524,-2.2554837398256704,0.6328363723350855,-2.795544790605226,2.740098821131392,5.071849641469946,3.429366623021434,2.622967052519152,5.850172875601383,0.6135357183136717,-0.3939343333118437,4.316898571038081,4.615338311166938,7.979615051887,-1.2108018944367251,-2.771358079431863,2.006031907736922,0
47,2.04,2.2414095054222782,1.8979507058964955,4.0901630188664315,-2.4583147282059508,-7.387891486388492,0.33609355772118693,-9.965784284662087,3.6167657492434615,0.7469813412477218,-3.7306743011528978,3.019034391562424,-3.4354134467334885,-1.653168327136434,3.4550931164111116,1.1022630059552836,2.652299145288844,-4.0316609133796835,-3.9004025245180745,4.231934328748707,1
48,9.86,2.157436989280032,1.8958374749566713,3.1014742902788925,-2.2007712756713484,-5.977664703854184,-0.26530574294243753,-2.1817912184477115,-5.370863759915412,0.26559408297328085,-2.3139917176664535,1.3647425198187229,-1.6851128131605537,-7.192999171308473,2.6105445399946907,1.7731576674674034,2.291670844550801,0.48982493491268925,3.770188395934293,5.330691897648003,1
49,14.95,2.285815767320519,1.8788684310191028,4.728973776343281,-1.49163197941053,-9.965784284662087,0.6044600891006359,-3.240534693929892,0.3108023474213519,1.6558166175704647,-2.960753478721043,3.6568607723378395,-3.244405688203866,-4.411686175899768,4.354371979636584,1.5102417428987616,0.3153104759104064,-2.27054779876531,1.2800930034590652,3.973822356712298,1
50,4.57,2.0130768281504827,2.6266952387414557,3.3248458537169534,-1.4906163158060304,-4.772032415192644,0.8723024188820593,-3.1786931081955907,4.317248878344827,1.9379253342807103,-2.2398146469589353,4.033402928606829,-4.169526237844569,-3.454598569245549,3.0555231262149607,1.5276416854813097,3.7021075528391894,-1.9869839333562969,-2.4764713452254603,4.948634889251884,1
51,47.77,1.4349139048135364,3.1409565740103385,1.6006796104824785,-2.739724196676282,-4.541579266388492,-0.24126304714522742,-1.4109824350198874,-1.6840354149956862,2.277836659939858,-0.2979533374704744,4.153930880909138,-3.403385619886842,-5.201308988083788,4.386356688000781,1.9001439202060797,5.565678260265575,-0.5291405752144207,-3.0391073146118788,2.2217121095274632,0
52,6.9,2.413344490692075,1.7592957688586794,4.748832563206121,-3.1286960784052,-4.988136479386104,0.2350352999172824,-4.195166671089668,3.5553201330513895,1.272844729432936,-0.8495678572437242,5.410534173537863,-4.199002970539596,-3.6041792861075033,2.9622968696974707,2.326964318691975,6.617499057976533,-2.651076053667325,-2.8476074967159732,2.1783225525373386,1
53,29.96,2.290037260496272,3.1540492210065416,3.1313662496712213,-0.6364844102198639,-6.122702741197473,2.877816578629268,-5.5380801106955815,-1.51813877486132,1.2087868109621185,-3.2235150326734447,2.1984643227944654,-3.5931143152185734,-5.290166991236598,3.1651034955751265,1.3233421297401693,3.1735983654512006,-1.5383538990999697,0.3945748669005218,3.8193885229611646,0
54,13.6,1.5094065438694135,2.0251629531569777,3.575599970403762,-4.422426921343202,-3.6443442264628763,1.9910050512437072,-2.205569472271105,3.8009849204567185,1.3029751358296338,-0.37357439037385703,3.4617424967903507,-9.965784284662087,-5.220383263419052,3.517187577433983,2.4950072163175316,3.9734805171598544,-1.4242979545693915,-3.0898512556646907,4.113180283988768,1
55,15.8,2.0779823338140258,2.320780185805848,3.1754894708143637,-0.9277840194532528,-4.512972957642269,2.5371273080102363,-1.0300767995830646,-3.4584992013649973,1.3329285678207494,-1.1261792126110142,3.637551489065044,-2.407769497069071,-3.55695089985486,4.620635222966495,2.0130727298674573,-1.4570041121130366,-1.4309331972552255,-2.6423918250592577,4.434165148361191,1
56,15.64,2.5255804322765116,2.415823477754778,4.359397985156062,-1.84990313043302,-3.0156709703946505,-1.3164283030424784,-1.0631480944506277,5.036016422131535,1.7951568593526235,-0.8999098825504567,3.8198942220008187,-3.3036847671877605,-3.1418678856543223,4.053992738905427,1.9626972005896226,4.8058803536141905,-0.6911964232784636,-1.2862478760840788,4.184123346325982,1
57,64.55,2.3498635093475704,3.0265821627670655,4.358815358925207,-3.8748799358823236,-4.049208275956818,-5.828910564718806,-1.8017073228550555,3.782767979953017,1.9845456922844675,-1.4809788667114714,3.2958905240511127,-4.935734122805106,-0.2963887844491057,3.278532951008371,1.8607776595225312,5.904141069942705,-1.4111570024601485,-0.7897748574258084,4.033209656372895,0
58,3.19,2.4114210240504486,3.321652777462308,4.680589913338158,-2.6787623767634003,-1.0637346732144395,1.7326713119405714,0.232730008726101,5.589924566786165,2.0142541613989087,-0.3969287458122941,3.59425554187496,-2.541589485666096,-2.2938494904494138,2.8448968428668477,2.952589654986276,5.46589900113908,0.20945934033923175,-0.3873710345733199,3.925738627791461,1
59,0.59,2.6097754321113906,3.247904399174496,4.269324601229481,-3.1138743910043765,-4.920216209483289,0.1631723024774023,-2.3370821735560976,5.546050951676228,2.3359101638538737,-0.6336795957808731,4.422759768266552,-2.7535734956737707,-4.6341057423407905,3.327275856972207,2.3089247168794147,5.2842630308313305,-0.36582067079141334,-2.0707232106651072,3.4709196974756806,1
